Title,Content,Rating,Date,Author
Good experience,"Communication, tracking and delivery was all in all good.

Though final forwarder did leave it in the yard and not directly hand it to over in person, but that is not really RingConn‘s fault…",4,2024-07-09T17:26:40.000Z,
The sizing kit and the product both…,The sizing kit and the product both shipped very quickly. I am very happy with the product and glad I utilized the sizing kit.,5,2024-07-09T16:27:35.000Z,
If you have a smart watch this is not needed,This product is really only helpful for tracking your sleep. The steps are always incorrect (I rely on my Apple Watch).,3,2024-07-09T00:52:08.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Product was lost then came late,Product was lost then came late. Was offered $20 refund still have not seen the refund. Hard to get ahold of customer service,3,2024-07-08T23:12:43.000Z,
Great customer service,The customer service team was very responsive and helpful.,5,2024-07-08T21:06:36.000Z,
Great,"Great experience, delivery in time, easy to use, easy to understand instructions.
I wear my ring just for 3 days but I can say that it's confortable, rich in data collection..
Everything good.",5,2024-07-08T18:20:13.000Z,
Poor Customer Service,"Poor customer service. Shipped to the old address even after requesting in writing to send the ring to the new address! Consequently, still waiting for the ring two weeks after it arrived in Australia, and not sure when I will get it. It is extremely frustrating to deal with this company!",2,2024-07-08T06:23:16.000Z,
Excellent and very responsive customer…,Excellent and very responsive customer support. The RingConn app includes helpful info and tips but a user manual would be helpful. My questions to customer support were quickly and fully answered with a friendly response.,5,2024-07-08T03:20:12.000Z,
Prompt shipping.,"Date of experience: June 10, 2024",5,2024-07-08T02:50:21.000Z,
Very great well done,Very great well done,5,2024-07-08T02:13:05.000Z,
The ring is far more accurate than a…,The ring is far more accurate than a watch in monitoring my sleep.,5,2024-07-07T23:51:16.000Z,
perfect support!,"Date of experience: June 09, 2024",4,2024-07-07T21:45:06.000Z,
I have not received even the sizing…,I have not received even the sizing kit. I ordered on May 31.,1,2024-07-07T20:06:44.000Z,
Ring Relaced w/no questions asked…,I reached out as my ring was having a problem holding a charge and RingConn responded immediately and replaced it for me - no questions asked.,5,2024-07-07T16:32:11.000Z,
Love this ring,"I love this ring. I can track my sleep and health without wearing a watch. Plus, the app is free to use vs others company that will charge you 5-10 bucks to get the same information from their ring product. One thing I wish it could do would be phone notification vibration. I know it's too much to ask now, but they are able to add that feature in the future. I would upgrade.",5,2024-07-07T16:04:09.000Z,
Great for Sleep,This is a great product and app. Fantastic for sleep and vital signs. They are adding to the exercise possibilities and I am looking forward to seeing what they do.,5,2024-07-23T14:57:26.000Z,
Excellent company and product,"Excellent service and so far, excellent product. Only thing I would really like is more colors.",5,2024-07-07T14:41:56.000Z,
Response is fast.,"Response is fast.
But, still has some unnecessary mistake made.",4,2024-07-07T13:55:10.000Z,
Great product,Fast shipping. Great product that has everything I wanted and more. I constantly get compliments and asked about RingConn.,5,2024-07-07T00:51:07.000Z,
I love the Ringconn ring,"I love the Ringconn ring. The only thing I wish it would do is give notifications for high stress levels, kind of a reminder to relax and breath. Other than that I really enjoy it.",5,2024-07-06T20:56:33.000Z,
Very disappointed with exercise…,Very disappointed with exercise options. I do aerobics and have tried the options offered only to have little or nothing recorded after a heart pounding hour.,2,2024-07-06T18:35:21.000Z,
"Good purchase, works well","Your customer service for very nice, although there was a mistake with the order they made it right and took care of everything quickly and easily. No complaints..",5,2024-07-06T19:28:02.000Z,
Very helpful and professional,"Very helpful and professional
My ring work great
Keep the updates coming please",5,2024-07-06T04:27:29.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Canceled my order without any request…,"Canceled my order without any request from my side, and hasnt refund the money or response on my q in their chatt.",1,2024-07-04T05:48:26.000Z,
Great App,Great App! Easy to decipher.,5,2024-07-03T23:59:14.000Z,
Great Product,"Date of experience: June 05, 2024",5,2024-07-03T22:07:33.000Z,
Get a reliable and rugged appliance…,Get a reliable and rugged appliance with a diagnostic data-filled user-friendly app to match towards a healthy improves lifestyle!,5,2024-07-03T20:20:32.000Z,
Great device to track your Sleep Health,"So, far so good, bought the Ring in general to better understand my own sleep, since I do many conference and Webinars on better sleep. So, I needed to see also how different health alternative supplements I talk about affected my own sleep. The reason of my 4 stars, is maybe I don't understand the full mechanic detection method of the Ring like HRV and so on, but as I'm almost past out watching The Big Bang on the tube, my anxiety goes up to 83, which makes no sense to me, since the day it ranges about 40. :)",4,2024-07-03T17:22:08.000Z,
